no. vertices,no. edges,order of symmetry group,order of a vertex stabilizer,order of dart stabilizer,no. of semi-transitive orientations,girth,dimeter
240,480,11.718963548381499,6.931471805599453,5.545177444479562,0,4,8
240,480,11.718963548381499,6.931471805599453,5.545177444479562,0,4,7
240,480,19.343582534540896,14.556090791758852,13.16979643063896,0,4,10
240,480,8.946374826141717,4.1588830833596715,2.772588722239781,0,4,10
240,480,8.946374826141717,4.1588830833596715,2.772588722239781,0,4,10
240,480,12.412110728941444,7.6246189861593985,6.238324625039508,0,4,8
240,480,12.412110728941444,7.6246189861593985,6.238324625039508,0,4,8
240,480,13.10525790950139,8.317766166719343,6.931471805599453,0,4,8
240,480,13.10525790950139,8.317766166719343,6.931471805599453,0,4,8
240,480,15.184699451181226,10.39720770839918,9.010913347279288,0,4,8
240,480,15.184699451181226,10.39720770839918,9.010913347279288,0,4,8
240,480,13.10525790950139,8.317766166719343,6.931471805599453,0,4,8
240,480,11.718963548381499,6.931471805599453,5.545177444479562,0,4,8
240,480,11.718963548381499,6.931471805599453,5.545177444479562,0,4,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,6,8
240,480,47.06946975693871,42.281978014156664,40.89568365303678,0,4,12
240,480,6.173786103901937,1.3862943611198906,0.0,0,4,8
240,480,6.866933284461882,2.0794415416798357,0.6931471805599453,0,8,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,8
240,480,6.866933284461882,2.0794415416798357,0.6931471805599453,0,8,6
240,480,47.762616937498656,42.97512519471661,41.58883083359672,0,4,10
240,480,47.06946975693871,42.281978014156664,40.89568365303678,0,4,10
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,6
240,480,6.173786103901937,1.3862943611198906,0.0,0,6,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,6
240,480,6.173786103901937,1.3862943611198906,0.0,0,6,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,6
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,6,8
240,480,8.946374826141717,4.1588830833596715,2.772588722239781,0,8,6
240,480,8.946374826141717,4.1588830833596715,2.772588722239781,0,8,7
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,7
240,480,6.173786103901937,1.3862943611198906,0.0,0,6,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,6,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,6,8
240,480,6.173786103901937,1.3862943611198906,0.0,0,8,8
241,482,6.871091294610546,1.3862943611198906,0.0,0,4,14
242,484,89.35974657391007,83.87080884775338,82.48451448663349,1,4,60
242,484,7.568379267836522,2.0794415416798357,0.6931471805599453,2,4,11
243,486,6.879355804460439,1.3862943611198906,0.0,2,4,40
243,486,6.879355804460439,1.3862943611198906,0.0,2,4,13
243,486,6.186208623900494,0.6931471805599453,0.0,2,6,13
243,486,6.186208623900494,0.6931471805599453,0.0,2,6,8
243,486,6.186208623900494,0.6931471805599453,0.0,2,8,7
243,486,6.186208623900494,0.6931471805599453,0.0,2,8,7
243,486,6.186208623900494,0.6931471805599453,0.0,2,8,8
243,486,6.186208623900494,0.6931471805599453,0.0,2,6,13
243,486,8.265650165580329,2.772588722239781,1.3862943611198906,2,6,7
243,486,6.879355804460439,1.3862943611198906,0.0,2,6,13
243,486,6.186208623900494,0.6931471805599453,0.0,2,6,7
243,486,6.879355804460439,1.3862943611198906,0.0,2,3,12
243,486,6.186208623900494,0.6931471805599453,0.0,2,6,7
243,486,6.186208623900494,0.6931471805599453,0.0,2,6,7
243,486,6.186208623900494,0.6931471805599453,0.0,2,3,7
243,486,6.186208623900494,0.6931471805599453,0.0,2,6,7
243,486,7.572502985020384,2.0794415416798357,0.6931471805599453,1,8,8
243,486,6.879355804460439,1.3862943611198906,0.0,2,6,8
243,486,6.879355804460439,1.3862943611198906,0.0,2,6,9
243,486,6.879355804460439,1.3862943611198906,0.0,2,6,8
243,486,6.879355804460439,1.3862943611198906,0.0,2,6,7
243,486,6.879355804460439,1.3862943611198906,0.0,2,8,6
243,486,7.572502985020384,2.0794415416798357,0.6931471805599453,1,6,7
243,486,6.879355804460439,1.3862943611198906,0.0,2,6,7
243,486,6.879355804460439,1.3862943611198906,0.0,2,6,6
243,486,6.879355804460439,1.3862943611198906,0.0,2,6,7
243,486,7.572502985020384,2.0794415416798357,0.6931471805599453,1,8,6
243,486,7.572502985020384,2.0794415416798357,0.6931471805599453,1,3,8
243,486,6.879355804460439,1.3862943611198906,0.0,0,8,6
243,486,6.879355804460439,1.3862943611198906,0.0,0,8,6
243,486,6.879355804460439,1.3862943611198906,0.0,0,7,7
244,488,90.06112425360654,84.56395602831333,83.17766166719343,3,4,61
244,488,6.883462586413092,1.3862943611198906,0.0,1,4,12
244,488,47.08599905888992,41.58883083359672,40.20253647247683,1,4,30
244,488,47.779146239449865,42.97512519471661,41.58883083359672,0,4,12
245,490,6.887552571664617,1.3862943611198906,0.0,2,4,24
245,490,6.887552571664617,1.3862943611198906,0.0,0,4,13
245,490,6.887552571664617,1.3862943611198906,0.0,2,4,17
246,492,90.76243474480563,85.25710320887327,83.87080884775338,1,4,61
246,492,6.891625897052253,1.3862943611198906,0.0,3,4,41
246,492,6.891625897052253,1.3862943611198906,0.0,1,6,9
247,494,6.895682697747868,1.3862943611198906,0.0,2,4,13
248,496,91.4636791355982,85.95025038943322,84.56395602831333,3,4,62
248,496,6.899723107284872,1.3862943611198906,0.0,3,4,31
248,496,6.899723107284872,1.3862943611198906,0.0,3,4,31
248,496,47.79540676032165,42.281978014156664,40.89568365303678,1,4,31
248,496,25.614696982403395,20.101268236238415,18.714973875118524,1,4,15
248,496,68.58982217712,63.76954061151497,62.383246250395075,0,4,31
249,498,6.903747257584598,1.3862943611198906,0.0,2,4,41
250,500,92.16485848785541,86.64339756999317,85.25710320887327,1,4,62
250,500,6.907755278982137,1.3862943611198906,0.0,1,4,13
250,500,6.907755278982137,1.3862943611198906,0.0,1,4,15
250,500,6.907755278982137,1.3862943611198906,0.0,3,4,25
250,500,6.907755278982137,1.3862943611198906,0.0,1,6,25
250,500,6.214608098422191,0.6931471805599453,0.0,2,6,7
250,500,6.214608098422191,0.6931471805599453,0.0,2,8,7
250,500,6.214608098422191,0.6931471805599453,0.0,2,8,7
250,500,6.907755278982137,1.3862943611198906,0.0,1,6,8
250,500,6.214608098422191,0.6931471805599453,0.0,2,8,7
250,500,8.699514748210191,3.1780538303479458,1.791759469228055,1,6,9
250,500,7.600902459542082,2.0794415416798357,0.6931471805599453,2,8,7
250,500,6.907755278982137,1.3862943611198906,0.0,1,6,6
250,500,6.907755278982137,1.3862943611198906,0.0,1,8,7
250,500,6.907755278982137,1.3862943611198906,0.0,1,4,8
250,500,6.214608098422191,1.3862943611198906,0.0,0,8,7
250,500,6.214608098422191,1.3862943611198906,0.0,0,6,6
252,504,92.86597383806453,87.3365447505531,85.95025038943322,3,4,63
252,504,6.915723448631314,1.3862943611198906,0.0,3,4,14
252,504,6.915723448631314,1.3862943611198906,0.0,3,4,18
252,504,6.915723448631314,1.3862943611198906,0.0,3,4,42
252,504,6.915723448631314,1.3862943611198906,0.0,3,4,14
252,504,6.915723448631314,1.3862943611198906,0.0,3,4,21
252,504,6.915723448631314,1.3862943611198906,0.0,3,4,21
252,504,6.222576268071369,0.6931471805599453,0.0,2,6,18
252,504,6.222576268071369,0.6931471805599453,0.0,2,8,9
252,504,6.222576268071369,0.6931471805599453,0.0,2,8,9
252,504,6.222576268071369,0.6931471805599453,0.0,2,6,6
252,504,6.222576268071369,0.6931471805599453,0.0,2,6,8
252,504,6.915723448631314,1.3862943611198906,0.0,3,6,8
252,504,6.222576268071369,0.6931471805599453,0.0,2,6,8
252,504,6.222576268071369,0.6931471805599453,0.0,2,6,8
252,504,8.302017809751204,2.772588722239781,1.3862943611198906,3,6,8
252,504,6.222576268071369,0.6931471805599453,0.0,2,6,6
252,504,7.60887062919126,2.0794415416798357,0.6931471805599453,3,6,14
252,504,48.504554282228035,42.97512519471661,41.58883083359672,2,4,31
252,504,6.222576268071369,1.3862943611198906,0.0,0,4,8
252,504,7.60887062919126,2.772588722239781,1.3862943611198906,0,4,8
252,504,6.222576268071369,1.3862943611198906,0.0,0,4,8
252,504,6.915723448631314,1.3862943611198906,0.0,2,6,10
252,504,6.915723448631314,2.0794415416798357,0.6931471805599453,0,4,14
252,504,6.915723448631314,1.3862943611198906,0.0,2,8,7
252,504,6.915723448631314,1.3862943611198906,0.0,1,6,14
252,504,6.222576268071369,0.6931471805599453,0.0,2,6,7
252,504,6.222576268071369,0.6931471805599453,0.0,2,3,7
252,504,6.222576268071369,0.6931471805599453,0.0,2,3,12
252,504,6.915723448631314,1.3862943611198906,0.0,3,4,8
252,504,6.915723448631314,1.3862943611198906,0.0,2,6,10
252,504,6.915723448631314,1.3862943611198906,0.0,1,8,8
252,504,6.915723448631314,1.3862943611198906,0.0,1,3,8
252,504,6.915723448631314,1.3862943611198906,0.0,1,7,6
252,504,6.915723448631314,1.3862943611198906,0.0,1,6,7
252,504,6.915723448631314,1.3862943611198906,0.0,1,7,6
252,504,6.915723448631314,1.3862943611198906,0.0,1,6,8
252,504,6.915723448631314,1.3862943611198906,0.0,1,3,9
252,504,6.915723448631314,1.3862943611198906,0.0,1,3,8
252,504,6.915723448631314,1.3862943611198906,0.0,1,6,6
252,504,7.60887062919126,2.0794415416798357,0.6931471805599453,1,6,6
252,504,7.60887062919126,2.0794415416798357,0.6931471805599453,1,4,9
252,504,6.915723448631314,1.3862943611198906,0.0,0,3,8
252,504,6.915723448631314,1.3862943611198906,0.0,0,6,8
252,504,6.915723448631314,1.3862943611198906,0.0,0,6,8
252,504,6.915723448631314,1.3862943611198906,0.0,0,6,8
252,504,6.915723448631314,1.3862943611198906,0.0,0,7,6
252,504,6.915723448631314,1.3862943611198906,0.0,0,6,7
252,504,6.915723448631314,1.3862943611198906,0.0,0,8,6
252,504,6.915723448631314,1.3862943611198906,0.0,0,8,8
252,504,6.915723448631314,1.3862943611198906,0.0,0,6,7
252,504,8.014335737299424,2.4849066497880004,1.0986122886681098,0,8,9
252,504,49.197701462787975,44.3614195558365,42.97512519471661,0,4,21
252,504,49.197701462787975,44.3614195558365,42.97512519471661,0,4,14
253,506,6.919683849847411,1.3862943611198906,0.0,2,4,11
253,506,6.226536669287466,0.6931471805599453,0.0,2,6,7
253,506,6.226536669287466,0.6931471805599453,0.0,2,8,6
253,506,6.226536669287466,0.6931471805599453,0.0,2,8,6
253,506,6.226536669287466,0.6931471805599453,0.0,2,8,6
253,506,6.226536669287466,0.6931471805599453,0.0,2,8,6
253,506,8.711443319075466,3.1780538303479458,1.791759469228055,0,6,6
254,508,93.56702619813159,88.02969193111305,86.64339756999317,1,4,63
255,510,6.927557906278317,1.3862943611198906,0.0,2,4,15
255,510,6.927557906278317,1.3862943611198906,0.0,2,4,42
255,510,6.927557906278317,1.3862943611198906,0.0,2,4,25
256,512,94.26801655615256,88.722839111673,87.3365447505531,3,4,64
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,4,16
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,16
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,16
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,32
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,32
256,512,6.931471805599453,1.3862943611198906,0.0,3,6,16
256,512,6.931471805599453,1.3862943611198906,0.0,3,6,16
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,6,9
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,6,9
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,6,16
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,49.213449819756114,43.66827237527655,42.281978014156664,3,4,32
256,512,26.33959286127792,20.79441541679836,19.408121055678468,3,4,16
256,512,14.556090791758852,9.010913347279288,7.6246189861593985,3,4,8
256,512,8.317766166719343,2.772588722239781,1.3862943611198906,3,4,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,16
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,16
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,9
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,9
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,16
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,9
256,512,6.931471805599453,1.3862943611198906,0.0,3,6,9
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,16
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,9
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,6,16
256,512,9.704060527839234,4.852030263919617,3.4657359027997265,0,4,8
256,512,19.408121055678468,14.556090791758852,13.16979643063896,0,4,8
256,512,10.39720770839918,5.545177444479562,4.1588830833596715,0,4,8
256,512,25.646445680717978,20.79441541679836,19.408121055678468,0,4,16
256,512,19.408121055678468,14.556090791758852,13.16979643063896,0,4,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,6,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,16
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,4,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,4,8
256,512,9.704060527839234,4.852030263919617,3.4657359027997265,0,4,8
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,6.931471805599453,1.3862943611198906,0.6931471805599453,2,8,8
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,6.238324625039508,0.6931471805599453,0.0,2,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,6,16
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,6,10
256,512,6.931471805599453,1.3862943611198906,0.0,3,6,9
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,6,8
256,512,8.317766166719343,2.772588722239781,1.3862943611198906,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,8.317766166719343,2.772588722239781,1.3862943611198906,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,8.723231274827508,3.1780538303479458,1.791759469228055,2,6,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,8.723231274827508,3.1780538303479458,1.791759469228055,2,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,9.010913347279288,3.4657359027997265,2.0794415416798357,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,8.317766166719343,2.772588722239781,1.3862943611198906,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,9.010913347279288,3.4657359027997265,2.0794415416798357,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,10
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,4,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,4,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,4,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,3,8,8
256,512,7.6246189861593985,2.0794415416798357,0.6931471805599453,3,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,1,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,1,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,1,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,1,8,8
256,512,6.931471805599453,1.3862943611198906,0.0,1,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,8
256,512,10.39720770839918,5.545177444479562,4.1588830833596715,0,4,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,16
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,9
256,512,10.39720770839918,5.545177444479562,4.1588830833596715,0,4,8
256,512,11.090354888959125,6.238324625039508,4.852030263919617,0,4,8
256,512,10.39720770839918,5.545177444479562,4.1588830833596715,0,4,8
256,512,11.090354888959125,6.238324625039508,4.852030263919617,0,4,10
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,8
256,512,15.942385152878742,11.090354888959125,9.704060527839234,0,4,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,4,8
256,512,50.59974418087601,45.74771391695639,44.3614195558365,0,4,16
256,512,52.67918572255584,47.82715545863623,46.44086109751633,0,4,12
256,512,58.91751034759535,54.06548008367574,52.67918572255584,0,4,16
256,512,70.70101241711443,65.84898215319481,64.46268779207492,0,4,32
256,512,49.90659700031606,45.054566736396445,43.66827237527655,0,4,10
256,512,51.698356469544116,46.8463262056245,45.46003184450461,0,4,12
256,512,15.942385152878742,11.090354888959125,9.704060527839234,0,4,8
256,512,11.090354888959125,6.238324625039508,4.852030263919617,0,4,9
256,512,10.39720770839918,5.545177444479562,4.1588830833596715,0,4,8
256,512,11.090354888959125,6.238324625039508,4.852030263919617,0,4,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,8,8
256,512,49.90659700031606,45.054566736396445,43.66827237527655,0,4,16
256,512,49.90659700031606,45.054566736396445,43.66827237527655,0,4,16
256,512,49.90659700031606,45.054566736396445,43.66827237527655,0,4,10
256,512,50.59974418087601,45.74771391695639,44.3614195558365,0,4,10
256,512,49.90659700031606,45.054566736396445,43.66827237527655,0,4,12
256,512,50.59974418087601,45.74771391695639,44.3614195558365,0,4,10
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,9.704060527839234,4.852030263919617,3.4657359027997265,0,8,8
256,512,10.802672816507345,5.950642552587727,4.564348191467836,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,9.704060527839234,4.852030263919617,3.4657359027997265,0,8,8
256,512,10.802672816507345,5.950642552587727,4.564348191467836,0,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,4,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,8.030084094267563,3.1780538303479458,1.791759469228055,0,8,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,6.238324625039508,1.3862943611198906,0.0,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,8,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,4,8
256,512,7.6246189861593985,2.772588722239781,1.3862943611198906,0,8,8
256,512,6.931471805599453,2.0794415416798357,0.6931471805599453,0,8,8
256,512,8.030084094267563,3.1780538303479458,1.791759469228055,0,8,8
256,512,8.030084094267563,3.1780538303479458,1.791759469228055,0,8,8
257,514,6.93537044601511,1.3862943611198906,0.0,0,4,15
258,516,94.96894587715457,89.41598629223294,88.02969193111305,1,4,64
258,516,6.939253946041508,1.3862943611198906,0.0,3,4,43
258,516,6.246106765481563,0.6931471805599453,0.0,2,6,9
259,518,6.943122422819428,1.3862943611198906,0.0,2,4,18
260,520,95.66981510380842,90.10913347279289,88.722839111673,3,4,65
260,520,6.946975992135418,1.3862943611198906,0.0,3,4,26
260,520,6.946975992135418,1.3862943611198906,0.0,3,4,13
260,520,6.946975992135418,1.3862943611198906,0.0,1,4,14
260,520,6.946975992135418,1.3862943611198906,0.0,1,4,16
260,520,6.946975992135418,1.3862943611198906,0.0,3,4,13
260,520,6.946975992135418,1.3862943611198906,0.0,1,6,26
260,520,6.946975992135418,1.3862943611198906,0.0,1,6,10
260,520,6.253828811575473,0.6931471805599453,0.0,2,4,13
260,520,6.253828811575473,0.6931471805599453,0.0,2,4,9
260,520,49.922101186852025,44.3614195558365,42.97512519471661,1,4,32
260,520,6.253828811575473,1.3862943611198906,0.0,0,4,26
260,520,6.253828811575473,1.3862943611198906,0.0,0,4,10
260,520,50.61524836741197,45.74771391695639,44.3614195558365,0,4,13
260,520,50.61524836741197,45.74771391695639,44.3614195558365,0,4,16
260,520,50.61524836741197,45.74771391695639,44.3614195558365,0,4,14
260,520,6.253828811575473,1.3862943611198906,0.0,0,8,8
261,522,6.950814768442584,1.3862943611198906,0.0,2,4,14
261,522,6.950814768442584,1.3862943611198906,0.0,2,4,43
261,522,6.950814768442584,1.3862943611198906,0.0,0,4,14
262,524,96.37062515711393,90.80228065335284,89.41598629223294,1,4,65
264,528,97.0713769370591,91.49542783391279,90.10913347279289,3,4,66
264,528,6.962243464266207,1.3862943611198906,0.0,3,4,12
264,528,6.962243464266207,1.3862943611198906,0.0,3,4,22
264,528,6.962243464266207,1.3862943611198906,0.0,3,4,33
264,528,6.962243464266207,1.3862943611198906,0.0,3,4,33
264,528,6.962243464266207,1.3862943611198906,0.0,3,4,44
264,528,6.962243464266207,1.3862943611198906,0.0,3,4,12
264,528,6.962243464266207,1.3862943611198906,0.0,3,4,22
264,528,6.962243464266207,1.3862943611198906,0.0,3,6,11
264,528,6.962243464266207,1.3862943611198906,0.0,3,6,11
264,528,50.63051583954276,45.054566736396445,43.66827237527655,2,4,33
264,528,6.962243464266207,1.3862943611198906,0.0,2,6,16
264,528,6.962243464266207,1.3862943611198906,0.0,2,6,16
264,528,27.06351170050462,21.487562597358306,20.101268236238415,1,4,16
264,528,6.269096283706261,1.3862943611198906,0.0,0,4,11
264,528,6.269096283706261,1.3862943611198906,0.0,0,4,11
264,528,6.962243464266207,1.3862943611198906,0.0,2,6,8
264,528,6.962243464266207,1.3862943611198906,0.0,2,6,7
264,528,6.269096283706261,1.3862943611198906,0.0,0,4,11
264,528,6.962243464266207,1.3862943611198906,0.0,3,6,11
264,528,6.962243464266207,2.0794415416798357,0.6931471805599453,0,4,11
264,528,12.50742090874577,7.6246189861593985,6.238324625039508,0,4,11
264,528,6.962243464266207,2.0794415416798357,0.6931471805599453,0,4,11
264,528,12.50742090874577,7.6246189861593985,6.238324625039508,0,4,11
264,528,51.32366302010271,46.44086109751633,45.054566736396445,0,4,22
264,528,72.811225617461,67.92842369487464,66.54212933375474,0,4,33
265,530,6.966024187106113,1.3862943611198906,0.0,0,4,11
265,530,6.966024187106113,1.3862943611198906,0.0,2,4,26
265,530,6.966024187106113,1.3862943611198906,0.0,0,4,15
266,532,97.77207132325442,92.18857501447273,90.80228065335284,1,4,66
266,532,6.96979066990159,1.3862943611198906,0.0,3,4,19
267,534,6.97354301952014,1.3862943611198906,0.0,2,4,44
268,536,98.47270917554353,92.88172219503267,91.49542783391279,3,4,67
268,536,51.33870089746725,45.74771391695639,44.3614195558365,1,4,33
269,538,6.98100574072173,1.3862943611198906,0.0,0,4,12
270,540,99.17329133459099,93.57486937559261,92.18857501447273,1,4,67
270,540,6.984716320118266,1.3862943611198906,0.0,3,4,27
270,540,6.984716320118266,1.3862943611198906,0.0,3,4,45
270,540,6.984716320118266,1.3862943611198906,0.0,3,4,15
270,540,6.984716320118266,1.3862943611198906,0.0,1,6,27
270,540,6.29156913955832,0.6931471805599453,0.0,2,6,15
270,540,6.984716320118266,1.3862943611198906,0.0,3,6,9
270,540,6.29156913955832,0.6931471805599453,0.0,2,8,7
270,540,6.29156913955832,0.6931471805599453,0.0,2,6,15
270,540,7.67786350067821,2.0794415416798357,0.6931471805599453,2,6,15
270,540,6.984716320118266,1.3862943611198906,0.0,3,6,15
270,540,6.29156913955832,0.6931471805599453,0.0,2,4,9
270,540,6.984716320118266,1.3862943611198906,0.0,1,6,9
270,540,6.984716320118266,1.3862943611198906,0.0,1,6,8
270,540,7.67786350067821,2.0794415416798357,0.6931471805599453,2,6,7
270,540,6.984716320118266,1.3862943611198906,0.0,1,8,9
270,540,6.984716320118266,1.3862943611198906,0.0,1,6,7
270,540,7.67786350067821,2.0794415416798357,0.6931471805599453,1,6,7
270,540,9.064157861798101,3.4657359027997265,2.0794415416798357,1,6,6
270,540,9.064157861798101,3.4657359027997265,2.0794415416798357,1,6,9
